text_id,title_tl,title_ar,au_id_id,genre_id,perm,permbib,pdf,pg_rng,word_len,collection,contrib
1,al-Fawākih al-ʿIdhāb fī al-Radd ʿalā man lam Yuḥakkim al-Sunna wa-al-Kitāb,الفواكه العذاب في الرد على من لم يحكم السنة والكتاب,513,العقيدة,-,"عبد السلام بن برجس بن ناصر العبد الكريم :: دار العاصمة الأولى، ١٤٠٧ هـ",-,90,14574,MaktabaShamelaAM,A. Musto
102,al-Bahja al-Wafiyya bi-Ḥujjat al-Khulāṣa al-Alfiyya,البهجة الوفية بحجة الخلاصة الألفية,651,النحو والصرف,-,"حمزة مصطفى حسن أبو توهة :: دار الكتب العلمية، بيروت - لبنان الأولى، ١٤٣٨ هـ - ٢٠١٧ م",-,754,103696,MaktabaShamelaAM,A. Musto
105,al-Wafiyya bi-Ikhtiṣār al-Alfiyya,الوفية باختصار الألفية,7,النحو والصرف,-,"حمزة مصطفى حسن أبو توهة :: مؤسسة «عِلْم» لإحياء التراث والخدمات الرقمية الأولى، ٢٠١٩ م - ١٤٤٠ هـ",-,90,12439,MaktabaShamelaAM,A. Musto
106,Bughyat al-Rāʾid li-mā Taḍammanahu Ḥadīth Umm Zarʿ min al-Fawāʾid ed. al-Dasūqī,بغية الرائد لما تضمنه حديث أم زرع من الفوائد ت الدسوقي,662,شروح الحديث,-,"أبو داود أيمن بن حامد بن نصير الدسوقي :: دار الذخائر الأولى، ١٤٣٩ هـ - ٢٠١٨ م",-,353,35567,MaktabaShamelaAM,A. Musto
112,Dhayl Ibn al-ʿIrāqī ʿalā al-ʿIbar,ذيل ابن العراقي على العبر,253,التراجم والطبقات,-,"صالح مهدي عباس :: مؤسة الرسالة - بيروت الأولي، ١٤٠٩ هـ - ١٩٨٩ م",-,551,53293,MaktabaShamelaAM,A. Musto
115,Aṣl al-Zarārī Sharḥ Ṣaḥīḥ al-Bukhārī - Makhṭūṭ,أصل الزراري شرح صحيح البخاري - مخطوط,3127,شروح الحديث,-,":: عطاءات العلم - موسوعة صحيح البخاري،  https://bukhari-pedia.net",-,750,755533,MaktabaShamelaAM,A. Musto
121,Ijmāʿ al-Salaf fī al-Iʿtiqād ka-mā Ḥakāhu Ḥarb al-Kirmānī,إجماع السلف في الاعتقاد كما حكاه حرب الكرماني,1198,العقيدة,-,"أسعد بن فتحي الزعتري :: دار الإمام أحمد، القاهرة - جمهورية مصر العربية الأولى، ١٤٣٢ هـ - ٢٠١١ م",-,107,7607,MaktabaShamelaAM,A. Musto
122,"al-Amākin, mā Ittafaqa Lafẓuhu wa-Iftaraqa Musammāhu","الأماكن، ما اتفق لفظه وافترق مسماه",465,البلدان والرحلات,-,حمد بن محمد الجاسر :: دار اليمامة للبحث والترجمة والنشر,-,871,62626,MaktabaShamelaAM,A. Musto
125,al-Kawkab al-Munīr fī Sharḥ al-Alfiyya bi-al-Tashṭīr,الكوكب المنير في شرح الألفية بالتشطير,3073,النحو والصرف,-,"حمزة مصطفى أبو توهة :: أروقة للطباعة والنشر الأولى، ١٤٤١ هـ - ٢٠١٩ م",-,194,29132,MaktabaShamelaAM,A. Musto
130,al-Ightibāṭ bi-man Rumiya min al-Ruwāt bi-al-Ikhtilāṭ,الاغتباط بمن رمي من الرواة بالاختلاط,361,التراجم والطبقات,-,"علاء الدين علي رضا، وسمى تحقيقه (نهاية الاغتباط بمن رمي من الرواة بالاختلاط) وهو دارسة وتحقيق وزيادات في التراجم على الكتاب :: دار الحديث - القاهرة الأولى، ١٩٨٨م",-,129,5204,MaktabaShamelaAM,A. Musto
131,Aʿyān al-ʿAṣr wa-Aʿwān al-Naṣr,أعيان العصر وأعوان النصر,680,التراجم والطبقات,-,"الدكتور علي أبو زيد، الدكتور نبيل أبو عشمة، الدكتور محمد موعد، الدكتور محمود سالم محمد :: دار الفكر المعاصر، بيروت - لبنان، دار الفكر، دمشق - سوريا الأولى، ١٤١٨ هـ - ١٩٩٨ م",-,3514,599026,MaktabaShamelaAM,A. Musto
132,Bayān Faḍl ʿIlm al-Salaf ʿalā ʿIlm al-Khalaf,بيان فضل علم السلف على علم الخلف,184,الرقائق والآداب والأذكار,-,::,-,11,6142,MaktabaShamelaAM,A. Musto
133,al-Aḥādīth al-Wārida fī Faḍāʾil al-Ṣaḥāba,الأحاديث الواردة في فضائل الصحابة,3142,التخريج والأطراف,-,":: عمادة البحث العلمي، الجامعة الإسلامية بالمدينة المنورة، وزارة التعليم العالي، المملكة العربية السعودية الأولى، ١٤٢٧ هـ",-,5295,656205,MaktabaShamelaAM,A. Musto
134,Ighāthat al-Lahfān fī Ḥukm Ṭalāq al-Ghaḍbān ed. al-Ḥufyān,إغاثة اللهفان في حكم طلاق الغضبان - ت الحفيان,14,مسائل فقهية,-,"عمر سليمان الحفيان :: مؤسسة الرسالة، بيروت - لبنان الأولى، ١٤٢٤ - ٢٠٠٤",-,111,12116,MaktabaShamelaAM,A. Musto
135,al-Amthāl - Abū ʿUbayd,الأمثال - أبو عبيد,26,الأدب,-,"الدكتور عبد المجيد قطامش :: دار المأمون للتراث الأولى، ١٤٠٠ هـ - ١٩٨٠ م",-,357,43928,MaktabaShamelaAM,A. Musto
136,al-Ikhtiyārayn al-Mufaḍḍaliyyāt wa-al-Aṣmaʿiyyāt,الاختيارين المفضليات والأصمعيات,1169,الأدب,-,"فخر الدين قباوة :: دار الفكر المعاصر، بيروت - لبنان، دار الفكر، دمشق - سورية الأولى، ١٤٢٠ هـ - ١٩٩٩ م",-,738,60125,MaktabaShamelaAM,A. Musto
137,Fatḥ al-Bārī li-Ibn Rajab,فتح الباري لابن رجب,184,شروح الحديث,-,"محمود بن شعبان بن عبد المقصود، مجدي بن عبد الخالق الشافعي، إبراهيم بن إسماعيل القاضي، السيد عزت المرسي، محمد بن عوض المنقوش، صلاح بن سالم المصراتي، علاء بن مصطفى بن همام، صبري بن عبد الخالق الشافعي :: مكتبة الغرباء الأثرية - المدينة النبوية. الأولى، ١٤١٧ هـ - ١٩٩٦ م",-,4830,601736,MaktabaShamelaAM,A. Musto
140,Dalīl al-Fāliḥīn li-Ṭuruq Riyāḍ al-Ṣāliḥīn,دليل الفالحين لطرق رياض الصالحين,430,شروح الحديث,-,":: دار المعرفة للطباعة والنشر والتوزيع، بيروت - لبنان الرابعة، ١٤٢٥ هـ - ٢٠٠٤ م",-,2249,661481,MaktabaShamelaAM,A. Musto
145,Matn Tashīl al-ʿAqīda al-Islāmiyya ed. 6,متن تسهيل العقيدة الإسلامية - ط 6,1650,العقيدة,-,":: مدار الوطن للنشر - المملكة العربية السعودية السادسة؛ كما جاء صريحا في مقدمة المؤلف خلافًا لما أثبته الناشر على الغلاف، ١٤٣٨ هـ - ٢٠١٧ م",-,16,2552,MaktabaShamelaAM,A. Musto
150,Akhbār al-Quḍāt,أخبار القضاة,466,التراجم والطبقات,-,"صححه وعلق عليه وخرّج أحاديثه: عبد العزيز مصطفى المراغي :: المكتبة التجارية الكبرى، بشارع محمد علي بمصر لصاحبها: مصطفى محمد الأولى، ١٣٦٦هـ=١٩٤٧م",-,1124,225658,MaktabaShamelaAM,A. Musto
151,Sharḥ ʿUmdat al-Fiqh - Ibn Taymiyya ed. ʿAṭāʾāt al-ʿIlm,شرح عمدة الفقه - ابن تيمية - ط عطاءات العلم,54,الفقه الحنبلي,-,":: دار عطاءات العلم (الرياض) - دار ابن حزم (بيروت) الثالثة، ١٤٤٠ هـ - ٢٠١٩ م (الأولى لدار ابن حزم)",-,3320,482950,MaktabaShamelaAM,A. Musto
154,Zahr al-Firdaws = al-Gharāʾib al-Multaqaṭa min Musnad al-Firdaws,زهر الفردوس = الغرائب الملتقطة من مسند الفردوس,202,كتب السنة,-,"الدكتور حسن علي ورسمه :: جمعية دار البر، دبي - الإمارات العربية المتحدة الأولى، ١٤٣٩ هـ - ٢٠١٨ م",-,5773,257545,MaktabaShamelaAM,A. Musto
158,al-Dāʾ wa-al-Dawāʾ = al-Jawāb al-Kāfī ed. Dār al-Maʿrifa,الداء والدواء = الجواب الكافي - ط دار المعرفة,14,الرقائق والآداب والأذكار,-,":: دار المعرفة - المغرب الأولى، ١٤١٨هـ - ١٩٩٧م",-,237,70950,MaktabaShamelaAM,A. Musto
159,al-Takmila li-Wafayāt al-Naqala,التكملة لوفيات النقلة,1207,التراجم والطبقات,-,"الدكتور بشار عواد معروف :: مؤسسة الرسالة الثانية، ١٤٠١ هـ - ١٩٨١ م",-,3219,275323,MaktabaShamelaAM,A. Musto
161,Sunan Saʿīd ibn Manṣūr - Takmilat al-Tafsīr ed. al-Alūka,سنن سعيد بن منصور - تكملة التفسير - ط الألوكة,294,كتب السنة,-,"فريق من الباحثين بإشراف وعناية: أ. د. سعد بن عبد الله الحميد و د. خالد بن عبد الرحمن الجريسي :: دار الألوكة للنشر، الرياض - المملكة العربية السعودية الأولى، ١٤٣٣ هـ - ٢٠١٢ م",-,1491,61655,MaktabaShamelaAM,A. Musto
1000,Wafayāt al-Aʿyān,وفيات الأعيان,715,التراجم والطبقات,-,إحسان عباس :: دار صادر - بيروت,-,3224,657151,MaktabaShamelaAM,A. Musto
1001,Dhakhāʾir al-ʿUqbā fī Manāqib Dhawī al-Qurbā,ذخائر العقبى في مناقب ذوي القربى,308,السيرة النبوية,-,::,-,258,78780,MaktabaShamelaAM,A. Musto
1002,Nafḥ al-Ṭīb min Ghuṣn al-Andalus al-Raṭīb ed. Iḥsān ʿAbbās,نفح الطيب من غصن الاندلس الرطيب ت إحسان عباس,710,الأدب,-,إحسان عباس :: دار صادر- بيروت - لبنان ص. ب ١٠,-,4203,831685,MaktabaShamelaAM,A. Musto
1003,Fawāt al-Wafayāt,فوات الوفيات,85,التراجم والطبقات,-,إحسان عباس :: دار صادر - بيروت الأولى,-,1731,280428,MaktabaShamelaAM,A. Musto
1005,"Tārīkh Naysābūr ""Ṭabaqat Shuyūkh al-Ḥākim"" - jamaʿ al-Bayrūtī",تاريخ نيسابور «طبقة شيوخ الحاكم» - جمع البيروتي,1347,التراجم والطبقات,-,"أبي معاوية مازن بن عبد الرحمن البحصلي البيروتي :: دار البشائر الإسلامية، بيروت - لبنان الأولى، ١٤٢٧ هـ",-,512,96537,MaktabaShamelaAM,A. Musto
1009,Dawlat al-Islām fī al-Andalus,دولة الإسلام في الأندلس,2254,التاريخ,-,":: مكتبة الخانجي، القاهرة",-,2999,812476,MaktabaShamelaAM,A. Musto
1010,al-Naqd al-Adabī wa-Madārisuhu al-Ḥadītha,النقد الأدبي ومدارسه الحديثة,881,الأدب,-,:: دار الثقافة - بيروت - لبنان الأولى,-,589,132910,MaktabaShamelaAM,A. Musto
1011,al-Takhmīr Sharḥ al-Mufaṣṣal fī Ṣanʿat al-Iʿrāb,التخمير شرح المفصل في صنعة الإعراب,1372,النحو والصرف,-,"د عبد الرحمن بن سليمان العثيمين :: دار الغرب الإسلامي، بيروت - لبنان الأولى، ١٩٩٠ م",-,1749,266238,MaktabaShamelaAM,A. Musto
1012,Malāmiḥ Yūnāniyya fī al-Adab al-ʿArabī,ملامح يونانية في الأدب العربي,89,الأدب,-,:: بناية صمدي وصالحة - ص.ب: ٥٤٦٠ /١١ بناية برج شهاب - تلة الخياط - ص.ب: ١٩٥١١٩ - برقياً: موكيالي - بيروت ١,-,213,41939,MaktabaShamelaAM,A. Musto
1013,Shiʿr al-Khawārij,شعر الخوارج,89,الأدب,-,":: دار الثقافة، بيروت - لبنان الثالثة، ١٩٧٤ م",-,255,34259,MaktabaShamelaAM,A. Musto
1014,Tārīkh al-Naqd al-Adabī ʿinda al-ʿArab,تاريخ النقد الأدبي عند العرب,89,الأدب,-,":: دار الثقافة، بيروت - لبنان ١٤٠٤هـ - ١٩٨٣م",-,611,133177,MaktabaShamelaAM,A. Musto
1015,Tārīkh al-Adab al-Andalusī (ʿAṣr al-Ṭawāʾif wa-al-Murābiṭīn),تاريخ الأدب الأندلسي (عصر الطوائف والمرابطين),89,الأدب,-,":: دار الثقافة، بيروت - لبنان ١٩٧٨",-,321,62033,MaktabaShamelaAM,A. Musto
1016,Tārīkh al-Adab al-Andalusī (ʿAṣr Siyādat Qurṭuba),تاريخ الأدب الأندلسي (عصر سيادة قرطبة),89,الأدب,-,":: دار الثقافة - بيروت الأولى، ١٩٦٠",-,329,64047,MaktabaShamelaAM,A. Musto
1017,Badr Shākir al-Sayyāb Dirāsa fī Ḥayātihi wa-Shiʿrihi,بدر شاكر السياب دراسة في حياته وشعره,89,الأدب,-,":: دار الثقافة، بيروت - لبنان ١٩٧٥",-,411,81989,MaktabaShamelaAM,A. Musto
1018,Ittijāhāt al-Shiʿr al-ʿArabī al-Muʿāṣir,اتجاهات الشعر العربي المعاصر,89,الأدب,-,":: المجلس الوطني للثقافة والفنون والآداب - الكويت الأولى، ١٩٧٨",-,288,46664,MaktabaShamelaAM,A. Musto
1019,Fann al-Sīra,فن السيرة,89,الأدب,-,:: بيروت - لبنان ٢,-,149,27188,MaktabaShamelaAM,A. Musto
1020,al-ʿArab fī Ṣiqilliya,العرب في صقلية,89,التاريخ,-,":: دار الثقافة، بيروت - لبنان الأولى، ١٩٧٥",-,312,60194,MaktabaShamelaAM,A. Musto
1021,Ikhtilāf al-Ḥadīth ed. ʿAbd al-ʿAzīz,اختلاف الحديث - ت عبد العزيز,20,شروح الحديث,-,"محمد أحمد عبد العزيز :: دار الكتب العلمية، بيروت - لبنان الأولى، ١٤٠٦ هـ - ١٩٨٦ م",-,220,56916,MaktabaShamelaAM,A. Musto
1022,Takmilat al-Subkī ʿalā al-Majmūʿ Sharḥ al-Muhadhdhab ed. al-Taḍāmun,تكملة السبكي على المجموع شرح المهذب - ط التضامن,437,الفقه الشافعي,-,:: مطبعة التضامن الأخوي - القاهرة,-,1331,340352,MaktabaShamelaAM,A. Musto
1023,Shadharāt min Kutub Mafqūda fī al-Tārīkh,شذرات من كتب مفقودة في التاريخ,89,التاريخ,-,:: دار الغرب الإسلامي - بيروت - لبنان ص.ب: ٥٧٨٧ - ١١٣,-,467,83179,MaktabaShamelaAM,A. Musto
1024,al-Tashbīhāt min Ashʿār Ahl al-Andalus,التشبيهات من أشعار أهل الأندلس,882,الأدب,-,"إحسان عباس :: بيروت - القاهرة ٢، ١٩٨١ م",-,310,35897,MaktabaShamelaAM,A. Musto
1025,Faṣl al-Maqāl fī Sharḥ Kitāb al-Amthāl,فصل المقال في شرح كتاب الأمثال,773,الأدب,-,"إحسان عباس :: مؤسسة الرسالة، بيروت -لبنان الأولى، ١٩٧١ م",-,530,79951,MaktabaShamelaAM,A. Musto
1026,Takmilat al-Muṭīʿī al-Ūlā ʿalā al-Majmūʿ Sharḥ al-Muhadhdhab ed. al-Salafiyya,تكملة المطيعي الأولى على المجموع شرح المهذب - ط السلفية,1343,الفقه الشافعي,-,:: المكتبة السلفية - المدينة المنورة (وهي إعادة صف للتكملة الأولى للمطيعي),-,3572,1077754,MaktabaShamelaAM,A. Musto
1027,al-Katība al-Kāmina fī man Laqīnāhu bi-al-Andalus min Shuʿarāʾ al-Miʾa al-Thāmina,الكتيبة الكامنة في من لقيناه بالأندلس من شعراء المائة الثامنة,698,التراجم والطبقات,-,"إحسان عباس :: دار الثقافة، بيروت - لبنان الأولى، ١٩٦٣",-,302,45727,MaktabaShamelaAM,A. Musto
1028,al-Taqrīb li-Ḥadd al-Manṭiq wa-al-Madkhal ilayhi bi-al-Alfāẓ al-ʿĀmmiyya wa-al-Amthila al-Fiqhiyya,التقريب لحد المنطق والمدخل إليه بالألفاظ العامية والأمثلة الفقهية,2,المنطق,-,"إحسان عباس :: دار مكتبة الحياة - بيروت الأولى، ١٩٠٠",-,225,66330,MaktabaShamelaAM,A. Musto
1029,Akhbār wa-Tarājim Andalusiyya,أخبار وتراجم أندلسية,241,الأدب,-,"إحسان عباس :: دار الثقافة، بيروت - لبنان الأولى، ١٩٦٣",-,154,13112,MaktabaShamelaAM,A. Musto
1030,al-Safar al-Khāmis min Kitāb al-Dhayl,السفر الخامس من كتاب الذيل,714,التراجم والطبقات,-,إحسان عباس :: بيروت - لبنان ١,-,687,108197,MaktabaShamelaAM,A. Musto
1031,Ṭabaqāt al-Fuqahāʾ,طبقات الفقهاء,627,التراجم والطبقات,-,"إحسان عباس :: دار الرائد العربي، بيروت - لبنان الأولى، ١٩٧٠",-,185,29036,MaktabaShamelaAM,A. Musto
1032,Surūr al-Nafs bi-Madārik al-Ḥawāss al-Khams,سرور النفس بمدارك الحواس الخمس,917,الأدب,-,"إحسان عباس :: المؤسسة العربية للدراسات والنشر - بناية برج الكارلتون - ساقية الجنزير ت: ٣١٢١٥٦ - ٣١٩٥٨٦ - برقيا موكيالي - بيروت ص. ب: ١١/٥٤٦٠ بيروت-لبنان ١، ١٩٨٠",-,444,83906,MaktabaShamelaAM,A. Musto
1035,al-Dhakhīra fī Maḥāsin Ahl al-Jazīra,الذخيرة في محاسن أهل الجزيرة,782,التراجم والطبقات,-,"إحسان عباس :: الدار العربية للكتاب، ليبيا - تونس",-,3281,571630,MaktabaShamelaAM,A. Musto
1036,Jawāmiʿ al-Sīra ed. al-Maʿārif,جوامع السيرة ط المعارف,2,السيرة النبوية,-,"إحسان عباس :: دار المعارف - مصر ١، ١٩٠٠ م",-,402,62070,MaktabaShamelaAM,A. Musto
1037,Fahras al-Fahāris,فهرس الفهارس,327,التراجم والطبقات,-,"إحسان عباس :: دار الغرب الإسلامي - بيروت ص. ب: ١١٣/٥٧٨٧ ٢، ١٩٨٢",-,1173,261289,MaktabaShamelaAM,A. Musto
1038,Rasāʾil Ibn Ḥazm,رسائل ابن حزم,2,الجوامع,-,إحسان عباس :: بناية برج الكارلتون - ساقية الجنزير- بيروت - لبنان - ت ٨٠٧٩٠٠/١. برقياً - موكيالي - بيروت - ص.ب: ١١/٥٤٦ بيروت,-,1333,285789,MaktabaShamelaAM,A. Musto
1042,Bahjat al-Nufūs wa-al-Asrār fī Tārīkh Dār Hijrat al-Nabī al-Mukhtār,بهجة النفوس والأسرار في تاريخ دار هجرة النبي المختار,1346,البلدان والرحلات,-,"أ د محمد عبد الوهاب فضل، أستاذ تاريخ الحضارة الإسلامية, جامعة الأزهر :: دار الغرب الاسلامي - بيروت الأولى، ٢٠٠٢ م",-,1094,145532,MaktabaShamelaAM,A. Musto
1043,al-Rawḍ al-Miʿṭār fī Khabar al-Aqṭār,الروض المعطار في خبر الأقطار,697,البلدان والرحلات,-,"إحسان عباس :: مؤسسة ناصر للثقافة - بيروت - طبع على مطابع دار السراج الثانية، ١٩٨٠ م",-,639,313819,MaktabaShamelaAM,A. Musto
1044,Tuḥfat al-Turk fī-mā Yajibu an Yuʿmal fī al-Mulk,تحفة الترك فيما يجب أن يعمل في الملك,621,السياسة الشرعية والقضاء,-,عبد الكريم محمد مطيع الحمداوي ::  الثانية,-,108,56435,MaktabaShamelaAM,A. Musto
1045,al-Ṭāliʿ al-Saʿīd al-Jāmiʿ Asmāʾ Nujabāʾ al-Ṣaʿīd,الطالع السعيد الجامع أسماء نجباء الصعيد,3063,التراجم والطبقات,-,سعد محمد حسن :: الدار المصرية للتأليف والنشر,-,789,118258,MaktabaShamelaAM,A. Musto
1049,al-ʿAqīda allatī Ḥakāhā Abū al-Faḍl al-Tamīmī ʿan al-Imām Aḥmad - al-Maṭbūʿ bi-Ākhir Ṭabaqāt al-Ḥanābila,العقيدة التي حكاها أبو الفضل التميمي عن الإمام أحمد - المطبوع بآخر طبقات الحنابلة,3165,العقيدة,-,:: مطبعة السنة المحمدية - القاهرة,-,44,10565,MaktabaShamelaAM,A. Musto
1050,al-Tuḥfa al-Laṭīfa fī Tārīkh al-Madīna al-Sharīfa ed. Markaz Dirāsāt al-Madīna,التحفة اللطيفة في تاريخ المدينة الشريفة - ط مركز دراسات المدينة,34,البلدان والرحلات,-,":: مركز بحوث ودراسات المدينة المنورة جـ ١ - ٦ (الأولى، ١٤٢٩ - ١٤٣٠ هـ)، جـ ٧ - ٩ (من الثانية، ١٤٣٧ هـ)",-,4406,555142,MaktabaShamelaAM,A. Musto
1053,Dhayl Ṭabaqāt al-Ḥanābila - li-Ibn Rajab ed. al-Fiqī,ذيل طبقات الحنابلة - لابن رجب - ت الفقي,184,التراجم والطبقات,-,:: مطبعة السنة المحمدية - القاهرة,-,912,210860,MaktabaShamelaAM,A. Musto
1055,Sharḥ Gharāmī Ṣaḥīḥ - Ibn ʿAbd al-Hādī ed. al-Ḥufyān,شرح غرامي صحيح - ابن عبد الهادي - ت الحفيان,79,علوم الحديث,-,"عمر بن سليمان الحفيان :: دار الفلاح - الفيوم، مصر الأولى، ١٤٢٣ هـ - ٢٠٠٢ م",-,60,7850,MaktabaShamelaAM,A. Musto
1056,ʿIqd al-Jumān fī Tārīkh Ahl al-Zamān [648-712 H],عقد الجمان في تاريخ أهل الزمان [648 - 712 هـ],71,التاريخ,-,د محمد محمد أمين :: مطبعة دار الكتب والوثائق القومية - القاهرة,-,2293,370309,MaktabaShamelaAM,A. Musto
1060,Suʾālāt al-Barqānī li-al-Dāraquṭnī ed. Majdī al-Sayyid,سؤالات البرقاني للدارقطني ت مجدي السيد,419,العلل والسؤلات الحديثية,-,مجدي السيد ابراهيم :: مكتبة القرآن للطبع والنشر والتوزيع,-,80,6540,MaktabaShamelaAM,A. Musto
1065,Muʿjam Āyāt al-Qurʾān,معجم آيات القرآن,16,علوم القرآن وأصول التفسير,-,":: شركة مكتبة ومطبعة مصطفى البابي الحلبي وأولاده بمصر الثانية، ١٣٨٥ هـ - ١٩٦٥ م",-,281,46231,MaktabaShamelaAM,A. Musto
1066,al-Ikhtiyār li-Taʿlīl al-Mukhtār,الاختيار لتعليل المختار,557,الفقه الحنفي,-,:: مطبعة الحلبي - القاهرة,-,834,312311,MaktabaShamelaAM,A. Musto
1076,Bayān Khaṭaʾ al-Bukhārī fī Tārīkhihi,بيان خطا البخاري في تاريخه,119,التراجم والطبقات,-,عبد الرحمن بن يحيى المعلمى اليماني (صحح عن النسخة القديمة الوحيدة المحفوظة في مكتبة أحمد الثالث باستانبول [رقم ٦٢٤] ) :: دائرة المعارف العثمانية بحيدر آباد الدكن,-,174,21116,MaktabaShamelaAM,A. Musto
1077,al-Sunna li-Abī Bakr ibn al-Khallāl,السنة لأبي بكر بن الخلال,284,كتب السنة,-,"د. عطية الزهراني :: دار الراية - الرياض الأولى، ١٤١٠هـ - ١٩٨٩م",-,1919,101540,MaktabaShamelaAM,A. Musto
1078,al-Wafayāt - li-al-ʿIrāqī,الوفيات - للعراقي,252,التراجم والطبقات,-,":: دار الذخائر - مصر الأولى، ١٤٣٩ هـ - ٢٠١٨.",-,354,37755,MaktabaShamelaAM,A. Musto
1079,al-Muntakhab min Kitāb al-Siyāq li-Tārīkh Naysābūr ed. Īrān,المنتخب من كتاب السياق لتاريخ نيسابور - ط إيران,1448,التراجم والطبقات,-,محمد کاظم المحمودي :: جماعة المدرسين في الحوزة العلمية بقم. مؤسسة النشر الإسلامي - قم إيران,-,723,101720,MaktabaShamelaAM,A. Musto
1080,al-Mukhtaṣar min Kitāb al-Siyāq li-Tārīkh Naysābūr - li-Majhūl,المختصر من كتاب السياق لتاريخ نيسابور - لمجهول,2610,التراجم والطبقات,-,"محمد كاظم المحمودي :: ميراث مكتوب - طهران الأولى، ١٣٨٤ هـ ش [١٤٢٧ هـ - ٢٠٠٦ م]",-,409,66177,MaktabaShamelaAM,A. Musto
1082,Subul al-Salām Sharḥ Bulūgh al-Marām ed. Ḥallāq,سبل السلام شرح بلوغ المرام - ت حلاق,141,شروح الحديث,-,"محمد صبحي حسن حلاق [ت ١٤٣٨ هـ] :: دار ابن الجوزي للنشر والتوزيع - السعودية الثالثة، ١٤٣٣ هـ",-,2551,483339,MaktabaShamelaAM,A. Musto
1120,Muʿjizat al-Qurʾān,معجزة القرآن,17,علوم القرآن وأصول التفسير,-,":: المختار الاسلامي للطباعة والنشر والتوزيع ص. ب ١٧٠٧ - القاهرة الأولى، ١٣٩٨ هـ - ١٩٧٨ م",-,80,14300,MaktabaShamelaAM,A. Musto
1121,al-Hibāt al-Saniyya al-ʿAliyya ʿalā Abyāt al-Shāṭibiyya al-Rāʾiyya,الهبات السنية العلية على أبيات الشاطبية الرائية,421,التجويد والقراءات,-,"أطروحة دكتوراة, قسم الكتاب والسنة، كلية الدعوة وأصول الدين، جامعة أم القرى ١٤٢٢ هـ :: دار طيبة الخضراء للنشر والتوزيع - مكة المكرمة الأولى، ١٤٣٩ هـ - ٢٠١٨ م",-,500,66021,MaktabaShamelaAM,A. Musto
1123,Risālat al-Tawḥīd al-Musammā bi-Taqwiyat al-Īmān,رسالة التوحيد المسمى بـ تقوية الإيمان,156,العقيدة,-,":: دار وحي القلم - دمشق، سورية الأولى، ٢٠٠٣ م",-,102,17463,MaktabaShamelaAM,A. Musto
1124,Nihāyat al-Tadrīb Naẓm Ghāyat al-Taqrīb ed. Jarrād,نهاية التدريب نظم غاية التقريب - ت جراد,908,الفقه الشافعي,-,"د عبد الكريم محمد جراد :: دار الكتب العلمية - بيروت الأولى، ١٤٣٦ هـ - ٢٠١٥ م",-,231,18264,MaktabaShamelaAM,A. Musto
1125,Sharḥ al-Wiqāya ed. Abū al-Ḥāj,شرح الوقاية - ت أبو الحاج,1190,الفقه الحنفي,-,"أطروحة دكتوراه في الفقه وأصوله, جامعة بغداد، العراق بإشراف د محمد رمضان عبد الله ٢٠٠٢ م :: دار الوراق - عمان، الأردن الأولى، ٢٠٠٦ م",-,1235,239023,MaktabaShamelaAM,A. Musto
1126,Mukhtaṣar Ṭabaqāt al-Ḥanābila ed. Zumurlī,مختصر طبقات الحنابلة - ت زمرلي,1976,التراجم والطبقات,-,":: دار الكتاب العربي - بيروت الأولى، ١٤٠٦ هـ - ١٩٨٦ م",-,216,58915,MaktabaShamelaAM,A. Musto
1130,Ṭabaqāt al-Qārī al-Athmār al-Janiyya fī Asmāʾ al-Ḥanafiyya ed. Dīwān al-Waqf al-Sunnī,طبقات القاري الأثمار الجنية في أسماء الحنفية - ط ديوان الوقف السني,421,التراجم والطبقات,-,"أطروحة دكتوراه، معهد التاريخ العربي والتراث العلمي للدراسات العليا, بغداد، ١٤٢٩ هـ‍ :: مركز البحوث والدراسات الإسلامية بـ «ديوان الوقف السني» - العراق الأولى، ١٤٣٠ هـ - ٢٠٠٩ م",-,861,109376,MaktabaShamelaAM,A. Musto
1133,al-Muntakhab min Dhayl al-Mudhayyal,المنتخب من ذيل المذيل,59,التراجم والطبقات,-,":: مؤسسة الأعلمي للمطبوعات، بيروت - لبنان",-,164,55441,MaktabaShamelaAM,A. Musto
1135,Sharḥ Mushkilāt al-Qudūrī,شرح مشكلات القدوري,1764,الفقه الحنفي,-,"رسائل ماجستير، تخصص الفقه وأصوله، جامعة العلوم الإسلامية العالمية, الأردن :: التراث الذهبي الرياض - مكتبة الإمام الذهبي الكويت الأولى، ١٤٣٨ هـ - ٢٠١٧ م",-,1213,139570,MaktabaShamelaAM,A. Musto
1137,Manāqib al-Imām al-Aʿẓam Abī Ḥanīfa ed. bi-Dhayl al-Jawāhir al-Muḍiyya,مناقب الإمام الأعظم أبي حنيفة - ط بذيل الجواهر المضية,421,التراجم والطبقات,-,":: مطبعة مجلس دائرة المعارف النظامية - حيدر آباد الدكن - الهند الأولى، ١٣٣٢ هـ",-,107,25686,MaktabaShamelaAM,A. Musto
1139,al-Mutawārīn,المتوارين,287,كتب السنة,-,"مشهور حسن محمود سلمان :: دار القلم , الدار الشامية - دمشق , بيروت الأولى، ١٤١٠",-,41,2994,MaktabaShamelaAM,A. Musto
