text_id,title_tl,title_ar,au_id_id,genre_id,perm,permbib,pdf,pg_rng,word_len,collection,contrib
10551,al-Mathal al-Sāʾir fī Adab al-Kātib wa-al-Shāʿir ed. al-Ḥūfī,المثل السائر في أدب الكاتب والشاعر ت الحوفي,804,الأدب,-,"أحمد الحوفي، بدوي طبانة :: دار نهضة مصر للطباعة والنشر والتوزيع، الفجالة ـ القاهرة",-,992,182157,MaktabaShamelaAM,A. Musto
10614,al-Bayān wa-al-Tabyīn,البيان والتبيين,787,الأدب,-,":: دار ومكتبة الهلال، بيروت",-,863,166964,MaktabaShamelaAM,A. Musto
10618,Tanbīh al-Qāriʾ,تنبيه القارئ,1309,التخريج والأطراف,-,":: دار العليان للنشر والنسخ والتصوير والتجليد، بريدة الأولى، ١٤١١ هـ - ١٩٩٠ م",-,210,42239,MaktabaShamelaAM,A. Musto
10619,al-Luʾluʾ wa-al-Marjān fī-mā Ittafaqa ʿalayhi al-Shaykhān,اللؤلؤ والمرجان فيما اتفق عليه الشيخان,492,كتب السنة,-,:: دار إحياء الكتب العربية - محمد الحلبي (بدون طبعة وبدون تاريخ),-,2914,110507,MaktabaShamelaAM,A. Musto
10627,al-Fawāʾid al-Muʿallala li-Abī Zurʿa al-Dimashqī,الفوائد المعللة لأبي زرعة الدمشقي,315,كتب السنة,-,"رجب بن عبد المقصود ::  الأولى، ١٤٢٣هـ -٢٠٠٣م",-,240,13979,MaktabaShamelaAM,A. Musto
10628,al-Qubūr li-Ibn Abī al-Dunyā,القبور لابن أبي الدنيا,273,كتب السنة,-,طارق محمد سكلوع العمود :: مكتبة الغرباء الأثرية الأولى ١٤٢٠هـ - ٢٠٠٠م,-,274,17258,MaktabaShamelaAM,A. Musto
10632,al-Jawāhir al-Ghawālī fī Dhikr al-Asānīd al-ʿAwālī li-al-Budayrī,الجواهر الغوالي في ذكر الأسانيد العوالي للبديري,2190,كتب السنة,-,::,-,139,30612,MaktabaShamelaAM,A. Musto
10636,Faḍāʾiḥ al-Ṣūfiyya,فضائح الصوفية,70,العقيدة,-,":: مكتبة ابن تيمية، الكويت الأولى، ١٤٠٤ هـ - ١٩٨٤ م",-,52,7848,MaktabaShamelaAM,A. Musto
10637,Dalāʾil al-Nubuwwa li-Abī Nuʿaym al-Aṣbahānī,دلائل النبوة لأبي نعيم الأصبهاني,239,السيرة النبوية,-,"الدكتور محمد رواس قلعه جي، عبد البر عباس :: دار النفائس، بيروت الثانية، ١٤٠٦ هـ - ١٩٨٦ م",-,721,119557,MaktabaShamelaAM,A. Musto
10639,al-Adhkār li-al-Nawawī ed. Ibn Ḥazm,الأذكار للنووي ط ابن حزم,44,الرقائق والآداب والأذكار,-,:: الجفان والجابي - دار ابن حزم للطباعة والنشر الطبعة الأولى ١٤٢٥هـ- ٢٠٠٤م,-,1009,141029,MaktabaShamelaAM,A. Musto
10640,al-Tawqīf ʿalā Muhimmāt al-Taʿārīf,التوقيف على مهمات التعاريف,423,الغريب والمعاجم,-,":: عالم الكتب ٣٨ عبد الخالق ثروت-القاهرة الأولى، ١٤١٠هـ-١٩٩٠م",-,543,85493,MaktabaShamelaAM,A. Musto
10641,al-Naḥw al-Wāfī,النحو الوافي,1097,النحو والصرف,-,:: دار المعارف الطبعة الخامسة عشرة,-,2753,432237,MaktabaShamelaAM,A. Musto
10646,al-Tadhkira al-Ḥamdūniyya,التذكرة الحمدونية,836,الأدب,-,":: دار صادر، بيروت الأولى، ١٤١٧ هـ",-,4257,731879,MaktabaShamelaAM,A. Musto
10649,al-Sharḥ al-Mumtiʿ ʿalā Zād al-Mustaqniʿ,الشرح الممتع على زاد المستقنع,57,الفقه الحنبلي,-,"::  الأولى، ١٤٢٢ - ١٤٢٨ هـ",-,12739,2369647,MaktabaShamelaAM,A. Musto
10652,Jāmiʿ Tafāsīr al-Aḥlām = Tanbīh al-Afhām bi-Taʾwīl al-Aḥlām,جامع تفاسير الأحلام = تنبيه الأفهام بتأويل الأحلام,1771,علوم أخرى,-,":: دار الثقافة - الدوحة - قطر الأولى، ١٤٠٨ هـ - ١٩٨٨م",-,192,42024,MaktabaShamelaAM,A. Musto
10657,Tanqīḥ al-Taḥqīq li-Ibn ʿAbd al-Hādī,تنقيح التحقيق لابن عبد الهادي,79,التخريج والأطراف,-,"سامي بن محمد بن جاد الله وعبد العزيز بن ناصر الخباني ::  الأولى، ١٤٢٨ هـ - ٢٠٠٧ م",-,2696,384721,MaktabaShamelaAM,A. Musto
10659,Masānīd Firās al-Maktab,مسانيد فراس المكتب,239,كتب السنة,-,"أبو يوسف محمد بن حسن المصري :: مطابع ابن تيمية - القاهرة الأولى ، ١٤١٣ هـ",-,106,6164,MaktabaShamelaAM,A. Musto
10660,Shuʿab al-Īmān ed. al-Rushd,شعب الإيمان - ط الرشد,74,كتب السنة,-,"مختار أحمد الندوي [ت ١٤٢٨ هـ]، صاحب الدار السلفية ببومباي, الهند :: مكتبة الرشد للنشر والتوزيع بالرياض بالتعاون مع الدار السلفية ببومباي بالهند الأولى، ١٤٢٣ هـ - ٢٠٠٣ م",-,7093,929561,MaktabaShamelaAM,A. Musto
10664,Ḥayāt al-Ḥayawān al-Kubrā,حياة الحيوان الكبرى,1790,الأدب,-,":: دار الكتب العلمية، بيروت الثانية، ١٤٢٤ هـ",-,1095,433019,MaktabaShamelaAM,A. Musto
10665,Dumyat al-Qaṣr wa-ʿUṣrat Ahl al-ʿAṣr,دمية القصر وعصرة أهل العصر,670,الأدب,-,":: دار الجيل، بيروت الأولى، ١٤١٤ هـ",-,1691,150280,MaktabaShamelaAM,A. Musto
10668,Rabīʿ al-Abrār wa-Nuṣūṣ al-Akhyār,ربيع الأبرار ونصوص الأخيار,108,الأدب,-,":: مؤسسة الأعلمي، بيروت الأولى، ١٤١٢ هـ",-,2267,308777,MaktabaShamelaAM,A. Musto
10670,al-Rasāʾil al-Adabiyya,الرسائل الأدبية,787,الأدب,-,":: دار ومكتبة الهلال، بيروت الثانية، ١٤٢٣ هـ",-,465,84077,MaktabaShamelaAM,A. Musto
10695,al-Durar fī Ikhtiṣār al-Maghāzī wa-al-Siyar,الدرر في اختصار المغازي والسير,76,السيرة النبوية,-,"الدكتور شوقي ضيف :: دار المعارف - القاهرة الثانية، ١٤٠٣ هـ",-,343,70587,MaktabaShamelaAM,A. Musto
10696,Taʿbīr al-Ruʾyā,تعبير الرؤيا,1773,علوم أخرى,-,:: صورة مخطوطة - مكتبة الجامعة الأردنية,-,333,76315,MaktabaShamelaAM,A. Musto
10698,al-Ishāra ilā ʿIlm al-ʿIbāra,الإشارة إلى علم العبارة,1772,علوم أخرى,-,:: صورة مخطوطة - مكتبة الجامعة الأردنية,-,182,27249,MaktabaShamelaAM,A. Musto
10699,Tabsīṭ al-ʿAqāʾid al-Islāmiyya,تبسيط العقائد الإسلامية,2421,العقيدة,-,":: دار الندوة الجديدة، بيروت - لبنان الخامسة، ١٤٠٣ هـ - ١٩٨٣ م",-,308,59197,MaktabaShamelaAM,A. Musto
10714,al-Muʿjam al-Mufahras = Tajrīd Asānīd al-Kutub al-Mashhūra wa-al-Ajzāʾ al-Manthūra,المعجم المفهرس = تجريد أسانيد الكتب المشهورة والأجزاء المنثورة,202,فهارس الكتب والأدلة,-,"محمد شكور المياديني :: مؤسسة الرسالة - بيروت الأولى، ١٤١٨هـ-١٩٩٨م",-,389,180753,MaktabaShamelaAM,A. Musto
10717,al-Ḥiṭṭa fī Dhikr al-Ṣiḥāḥ al-Sitta,الحطة في ذكر الصحاح الستة,330,فهارس الكتب والأدلة,-,":: دار الكتب التعليمية - بيروت الأولى، ١٤٠٥هـ/ ١٩٨٥م",-,259,67150,MaktabaShamelaAM,A. Musto
10719,Badhl al-Majhūd fī Ifḥām al-Yahūd ed. Ṭuwīla,بذل المجهود في إفحام اليهود ت طويلة,1210,العقيدة,-,":: دار القلم - دمشق، الدار الشامية - بيروت الأولى، ١٤١٠هـ - ١٩٨٩م",-,209,14584,MaktabaShamelaAM,A. Musto
10720,Adab al-Muftī wa-al-Mustaftī,أدب المفتي والمستفتي,556,أصول الفقه,-,"د. موفق عبد الله عبد القادر :: مكتبة العلوم والحكم - المدينة المنورة، عالم الكتب الأولى، ١٤٠٧ هـ - ١٩٨٦ م",-,187,26455,MaktabaShamelaAM,A. Musto
10726,Fahrasat Ibn Khayr ed. al-ʿIlmiyya,فهرسة ابن خير - ط العلمية,1782,فهارس الكتب والأدلة,-,"محمد فؤاد منصور :: دار الكتب العلمية - بيروت/ لبنان الطبعة الأولى، ١٤١٩هـ/١٩٩٨م",-,400,109655,MaktabaShamelaAM,A. Musto
10728,Fahras Ibn ʿAṭiyya,فهرس ابن عطية,133,فهارس الكتب والأدلة,-,"محمد أبو الأجفان [ت ١٤٢٧ ه], محمد الزاهي :: دار الغرب الاسلامي - بيروت/ لبنان الثانية، ١٩٨٣",-,84,12718,MaktabaShamelaAM,A. Musto
10730,Qaṭf al-Thamar fī Rafʿ Asānīd al-Muṣannafāt,قطف الثمر في رفع أسانيد المصنفات,1753,فهارس الكتب والأدلة,-,"عامر حسن صبري :: دار الشروق - مكة. الأولى، ١٩٨٤م_١٤٠٥هـ",-,235,16417,MaktabaShamelaAM,A. Musto
10731,Fahrasat al-Lablī,فهرسة اللبلي,1783,فهارس الكتب والأدلة,-,"ياسين يوسف بن عياش/ عواد عبد ربه أبو زينة :: دار الغرب الاسلامية - بيروت/لبنان الأولى، ١٤٠٨هـ/ ١٩٨٨م",-,114,16251,MaktabaShamelaAM,A. Musto
10732,Fahrasat ʿAlī ibn Khalīfa al-Masākinī,فهرسة علي بن خليفة المساكني,1784,فهارس الكتب والأدلة,-,"محمد محفوظ :: دار الغرب الاسلامي - بيروت-لبنان الأولى، ١٩٩٢",-,41,3428,MaktabaShamelaAM,A. Musto
10733,Itmām al-Dirāya li-Qurrāʾ al-Niqāya,إتمام الدراية لقراء النقاية,7,التاريخ,-,"الشيخ إبراهيم العجوز :: دار الكتب العلمية - بيروت الأولى، ١٤٠٥هـ ١٩٨٥م",-,211,52934,MaktabaShamelaAM,A. Musto
10734,Asmāʾ al-Kutub al-Mutammim li-Kashf al-Ẓunūn,أسماء الكتب المتمم لكشف الظنون,1785,فهارس الكتب والأدلة,-,"د. محمد التونجي :: دار الفكر - دمشق/ سورية الثالثة، ١٤٠٣هـ/ ١٩٨٣م",-,311,32438,MaktabaShamelaAM,A. Musto
10735,Barnāmaj al-Majārī,برنامج المجاري,1786,فهارس الكتب والأدلة,-,"محمد أبو الاجفان :: دار الغرب الاسلامي - بيروت/ لبنان الطبعة الأولى، ١٩٨٢م/ ١٤٠٠",-,77,8208,MaktabaShamelaAM,A. Musto
10736,Thabt Abī Jaʿfar Aḥmad ibn ʿAlī,ثبت أبي جعفر أحمد بن علي,1787,فهارس الكتب والأدلة,-,"عبد الله العمراني :: دار الغرب الاسلامي - بيروت/ لبنان الطبعة الأولى، ١٤٠٣هـ",-,385,58940,MaktabaShamelaAM,A. Musto
10737,Muʿjam al-Kutub,معجم الكتب,358,فهارس الكتب والأدلة,-,يسرى عبد الغني البشري :: مكتبة ابن سينا للنشر والتوزيع - مصر,-,109,13836,MaktabaShamelaAM,A. Musto
10739,Luqṭat al-ʿAjlān mimmā Tamussu ilā Maʿrifatihi Ḥājat al-Insān,لقطة العجلان مما تمس إلى معرفته حاجة الإنسان,330,التاريخ,-,":: دار الكتب العلمية - بيروت- لبنان الأولى، ١٤٠٥-١٩٨٥",-,229,58691,MaktabaShamelaAM,A. Musto
10740,Barnāmaj al-Wādī Āshī,برنامج الوادي آشي,1788,فهارس الكتب والأدلة,-,"محمد محفوظ :: دار المغرب الاسلامي - أثينا- بيروت الأولى، ١٤٠٠-١٩٨٠",-,307,43196,MaktabaShamelaAM,A. Musto
10744,al-Niẓām al-Qaḍāʾī fī al-Fiqh al-Islāmī,النظام القضائي في الفقه الإسلامي,2065,السياسة الشرعية والقضاء,-,:: دار البيان الثانية ١٤١٥هـ١٩٩٤م,-,596,103836,MaktabaShamelaAM,A. Musto
10746,Ḥāḍir al-ʿĀlam al-Islāmī,حاضر العالم الإسلامي,1488,كتب عامة,-,:: مطاب الدجوي -القاهرة- عابدين -,-,226,41518,MaktabaShamelaAM,A. Musto
10747,Nūr al-Lamʿa fī Khaṣāʾiṣ al-Jumʿa,نور اللمعة في خصائص الجمعة,7,مسائل فقهية,-,:: دار الكتب العلمية الطبعة الثانية ١٤٠٧هـ - ١٩٨٧م,-,228,25525,MaktabaShamelaAM,A. Musto
10756,Majālis Ramaḍān - Ibn ʿUthaymīn,مجالس رمضان - ابن عثيمين,57,الرقائق والآداب والأذكار,-,":: دار الثريا للنشر والتوزيع، الرياض - المملكة العربية السعودية الثانية، ١٤٢٤ هـ - ٢٠٠٤ م",-,206,39031,MaktabaShamelaAM,A. Musto
10757,Ṣaḥīḥ al-Jāmiʿ al-Ṣaghīr wa-Ziyādatihi,صحيح الجامع الصغير وزيادته,414,كتب السنة,-,:: المكتب الإسلامي,-,1297,219435,MaktabaShamelaAM,A. Musto
10758,al-Fawāʾid al-Jalīla fī Musalsalāt Ibn ʿAqīla,الفوائد الجليلة في مسلسلات ابن عقيلة,1450,كتب السنة,-,"الدكتور محمد رضا :: البشائر الإسلامية، بيروت الأولى، ١٤٢١ هـ - ٢٠٠٠ م",-,135,19041,MaktabaShamelaAM,A. Musto
10765,Aḥkām al-Qurʾān li-al-Ṭaḥāwī,أحكام القرآن للطحاوي,169,علوم القرآن وأصول التفسير,-,"الدكتور سعد الدين أونال :: مركز البحوث الإسلامية التابع لوقف الديانة التركي ، استانبول الأولى",-,897,247078,MaktabaShamelaAM,A. Musto
10767,ʿIlm Uṣūl al-Fiqh ed. Maktabat al-Daʿwa,علم أصول الفقه ط مكتبة الدعوة,1099,أصول الفقه,-,:: مكتبة الدعوة - شباب الأزهر (عن الطبعة الثامنة لدار القلم) عن الطبعة الثامنة لدار القلم,-,231,57894,MaktabaShamelaAM,A. Musto
10768,Zahr al-Ādāb wa-Thamar al-Albāb,زهر الآداب وثمر الألباب,825,الأدب,-,":: دار الجيل، بيروت",-,1141,222208,MaktabaShamelaAM,A. Musto
10776,Fiqh al-Nawāzil,فقه النوازل,145,مسائل فقهية,-,":: مؤسسة الرسالة الأولى - ١٤١٦ هـ ، ١٩٩٦ م",-,479,75570,MaktabaShamelaAM,A. Musto
10777,Sharḥ al-ʿAqīda al-Ṭaḥāwiyya ed. al-Awqāf al-Saʿūdiyya,شرح العقيدة الطحاوية - ط الأوقاف السعودية,170,العقيدة,-,"أحمد شاكر :: وزارة الشؤون الإسلامية، والأوقاف والدعوة والإرشاد الأولى - ١٤١٨ هـ",-,542,122768,MaktabaShamelaAM,A. Musto
10778,al-Musalsalāt al-Mukhtaṣara al-Muqaddama Amām al-Majālis al-Mubtakara,المسلسلات المختصرة المقدمة أمام المجالس المبتكرة,724,كتب السنة,-,"أحمد أيوب محمد الفياض :: الكتب العلمية، بيروت - لبنان الأولى، ١٤٢٤ هـ - ٢٠٠٣ م",-,75,3553,MaktabaShamelaAM,A. Musto
10781,Sharḥ Mukhtaṣar al-Rawḍa,شرح مختصر الروضة,1103,أصول الفقه,-,"عبد الله بن عبد المحسن التركي :: مؤسسة الرسالة الأولى ، ١٤٠٧ هـ / ١٩٨٧ م",-,2050,348974,MaktabaShamelaAM,A. Musto
10782,Kashf al-Kurba fī Waṣf Ahl al-Ghurba,كشف الكربة في وصف أهل الغربة,184,الرقائق والآداب والأذكار,-,"أبي مصعب طلعت بن فؤاد الحلواني :: الفاروق الحديثة للطباعة والنشر الثانية، ١٤٢٤ هـ - ٢٠٠٣ م",-,18,3777,MaktabaShamelaAM,A. Musto
10784,al-Risāla al-ʿArshiyya,الرسالة العرشية,54,العقيدة,-,":: المطبعة السلفية، القاهرة، مصر الأولى، ١٣٩٩ هـ",-,37,8153,MaktabaShamelaAM,A. Musto
10791,al-Masālik wa-al-Mamālik li-al-Iṣṭakhrī aw Masālik al-Mamālik - Leiden,المسالك والممالك للاصطخري أو مسالك الممالك - ليدن,775,البلدان والرحلات,-,":: دار صادر، بيروت",-,345,56338,MaktabaShamelaAM,A. Musto
10797,al-Ishārāt ilā Maʿrifat al-Ziyārāt,الاشارات الى معرفة الزيارات,1931,البلدان والرحلات,-,":: مكتبة الثقافة الدينية، القاهرة الأولى، ١٤٢٣ هـ",-,133,26162,MaktabaShamelaAM,A. Musto
10798,Bughyat al-Ṭalab fī Tārīkh Ḥalab ed. Zakkār,بغية الطلب فى تاريخ حلب - ت زكار,702,التراجم والطبقات,-,د. سهيل زكار :: دار الفكر,-,4683,1142190,MaktabaShamelaAM,A. Musto
10799,Faḍāʾil Ramaḍān li-Ibn Abī al-Dunyā,فضائل رمضان لابن أبي الدنيا,273,كتب السنة,-,"عبد الله بن حمد المنصور :: دار السلف، الرياض - السعودية الأولى، ١٤١٥ هـ - ١٩٩٥ م",-,66,3872,MaktabaShamelaAM,A. Musto
10801,al-Iḥkām fī Uṣūl al-Aḥkām - al-Āmidī,الإحكام في أصول الأحكام - الآمدي,95,أصول الفقه,-,":: المكتب الإسلامي، (دمشق - بيروت) الثانية، ١٤٠٢ هـ",-,1203,286772,MaktabaShamelaAM,A. Musto
10802,al-Ḍuʿafāʾ wa-al-Matrūkūn li-al-Dāraquṭnī,الضعفاء والمتروكون للدارقطني,223,التراجم والطبقات,-,"د. عبد الرحيم محمد القشقري، أستاذ مساعد بكلية الحديث بالجامعة الإسلامية :: مجلة الجامعة الإسلامية بالمدينة المنورة",-,50,7850,MaktabaShamelaAM,A. Musto
10803,al-Anwār fī Shamāʾil al-Nabī al-Mukhtār,الأنوار في شمائل النبي المختار,4,السيرة النبوية,-,"الشيخ إبراهيم اليعقوبي :: دار المكتبي - دمشق الأولى، ١٤١٦ هـ - ١٩٩٥ م",-,784,115544,MaktabaShamelaAM,A. Musto
10805,al-Ḍuʿafāʾ wa-al-Matrūkūn li-al-Nasāʾī,الضعفاء والمتروكون للنسائي,49,التراجم والطبقات,-,"محمود إبراهيم زايد :: دار الوعي - حلب الأولى، ١٣٩٦هـ",-,107,5026,MaktabaShamelaAM,A. Musto
10806,Ḥamāsat al-Khālidiyyīn = al-Ashbāh wa-al-Naẓāʾir min Ashʿār al-Mutaqaddimīn wa-al-Jāhiliyyīn wa-al-Mukhaḍramīn,حماسة الخالديين = الأشباه والنظائر من أشعار المتقدمين والجاهليين والمخضرمين,869,الأدب,-,"الدكتور محمد علي دقة :: وزارة الثقافة، الجمهورية العربية السورية",-,91,65374,MaktabaShamelaAM,A. Musto
10808,al-Buldān li-al-Yaʿqūbī,البلدان لليعقوبي,736,البلدان والرحلات,-,":: دار الكتب العلمية، بيروت الأولى، ١٤٢٢ هـ",-,213,31070,MaktabaShamelaAM,A. Musto
10809,Ḥudūd al-ʿĀlam min al-Mashriq ilā al-Maghrib,حدود العالم من المشرق الى المغرب,1932,البلدان والرحلات,-,":: الدار الثقافية للنشر، القاهرة ١٤٢٣ هـ",-,197,29830,MaktabaShamelaAM,A. Musto
10810,Sharḥ ʿUmdat al-Fiqh - Ibn Taymiyya - Kitāb al-Ḥajj,شرح عمدة الفقه - ابن تيمية - كتاب الحج,54,الفقه الحنبلي,-,"د. صالح بن محمد الحسن :: مكتبة الحرمين - الرياض الأولى، ١٤٠٩ هـ - ١٩٨٨ م",-,1211,166968,MaktabaShamelaAM,A. Musto
10826,Bughyat al-Multamis fī Subāʿiyyāt Ḥadīth al-Imām Mālik ibn Anas,بغية الملتمس في سباعيات حديث الإمام مالك بن أنس,724,كتب السنة,-,"حمدي عبد المجيد السلفي :: عالم الكتب، بيروت الأولى، ١٤٠٥ هـ - ١٩٨٥ م",-,188,30617,MaktabaShamelaAM,A. Musto
11173,"Khaṣāʾiṣ al-Tafkīr al-Fiqhī ʿinda al-Shaykh Muḥammad ibn ʿAbd al-Wahhāb (Maṭbūʿ ḍimna Buḥūth Nadwat Daʿwat al-Shaykh Muḥammad ibn ʿAbd al-Wahhāb, al-Juzʾ al-Awwal)","خصائص التفكير الفقهي عند الشيخ محمد بن عبد الوهاب (مطبوع ضمن بحوث ندوة دعوة الشيخ محمد بن عبد الوهاب، الجزء الأول)",1555,التراجم والطبقات,-,":: عمادة البحث العلمي بجامعة الإمام محمد بن سعود الإسلامية، الرياض، المملكة العربية السعودية الثانية، ١٤١١هـ/١٩٩١م",-,38,9764,MaktabaShamelaAM,A. Musto
11174,Khaṣāʾiṣ Musnad al-Imām Aḥmad,خصائص مسند الإمام أحمد,1292,علوم الحديث,-,:: مكتبة التوبة ١٤١٠هـ-١٩٩٠م,-,13,2202,MaktabaShamelaAM,A. Musto
11175,Khuṭbat al-Ḥāja allatī kāna Rasūl Allāh ṣallā Allāhu ʿalayhi wa-sallam Yuʿallimuhā Aṣḥābahu,خطبة الحاجة التي كان رسول الله صلى الله عليه وسلم يعلمها أصحابه,414,التخريج والأطراف,-,:: مكتبة المعارف الطبعة الأولى ١٤٢١هـ-٢٠٠٠م,-,43,3966,MaktabaShamelaAM,A. Musto
11177,Dāʿiyat al-Tawḥīd Muḥammad ibn ʿAbd al-Wahhāb,داعية التوحيد محمد بن عبد الوهاب,1556,التراجم والطبقات,-,":: دار العلم للملايين، بيروت، لبنان الثالثة، تشرين الثاني (نوفمبر) ١٩٨٦م",-,130,26301,MaktabaShamelaAM,A. Musto
11179,Uṣūl al-Īmān li-Ibn Bāz,أصول الإيمان لابن باز,67,العقيدة,-,":: الجامعة الإسلامية، المدينة المنورة السنة الحادية عشرة - العدد الثالث - ربيع الأول ١٣٩٩هـ/١٩٧٩م",-,7,2940,MaktabaShamelaAM,A. Musto
11181,Daḥḍ Shubuhāt ʿalā al-Tawḥīd min Sūʾ al-Fahm li-Thalāthat Aḥādīth,دحض شبهات على التوحيد من سوء الفهم لثلاثة أحاديث,47,العقيدة,-,"عبد السلام بن برجس بن ناصر العبد الكريم :: دار العاصمة الثانية , ١٤٠٧ هـ /١٩٨٦ م",-,54,9296,MaktabaShamelaAM,A. Musto
11192,al-Asʾila wa-al-Ajwiba al-Fiqhiyya,الأسئلة والأجوبة الفقهية,638,الفقه الحنبلي,-,"::  العاشرة، ١٤١٢ هـ",-,2854,626691,MaktabaShamelaAM,A. Musto
11194,ʿUmdat al-Aḥkām al-Kubrā,عمدة الأحكام الكبرى,254,كتب السنة,-,"الدكتور سمير بن أمين الزهيري :: مكتبة المعارف للنشر والتوزيع، الرياض - المملكة العربية السعودية الأولى، ١٤٣٠ هـ - ٢٠٠٩ م",-,595,52371,MaktabaShamelaAM,A. Musto
11196,Dalīl al-Ṭālib li-Nayl al-Maṭālib,دليل الطالب لنيل المطالب,469,الفقه الحنبلي,-,"أبو قتيبة نظر محمد الفاريابي :: دار طيبة للنشر والتوزيع، الرياض الأولى، ١٤٢٥هـ / ٢٠٠٤م",-,437,37602,MaktabaShamelaAM,A. Musto
11203,Riḥlat Ibn Jubayr ed. Dār Bayrūt,رحلة ابن جبير ط دار بيروت,764,البلدان والرحلات,-,:: دار بيروت للطباعة والنشر - بيروت الأولى,-,432,73040,MaktabaShamelaAM,A. Musto
11210,"Rasāʾil wa-Fatāwā al-Shaykh Ḥamad ibn Nāṣir ibn ʿUthmān ibn Muʿammar (Maṭbūʿ ḍimna Majmūʿat al-Rasāʾil wa-al-Masāʾil al-Najdiyya, al-Juzʾ al-Thānī)","رسائل وفتاوى الشيخ حمد بن ناصر بن عثمان بن معمر (مطبوع ضمن مجموعة الرسائل والمسائل النجدية، الجزء الثاني)",513,الفتاوى,-,":: دار العاصمة، الرياض، المملكة العربية السعودية الأولى، بمصر ١٣٤٩هـ النشرة الثالثة، ١٤١٢هـ",-,29,6870,MaktabaShamelaAM,A. Musto
11211,Rasāʾil wa-Fatāwā ʿAbd al-Raḥmān ibn Ḥasan ibn Muḥammad ʿAbd al-Wahhāb,رسائل وفتاوى عبد الرحمن بن حسن بن محمد عبد الوهاب,172,الفتاوى,-,":: دار العاصمة، الرياض، المملكة العربية السعودية الأولى، بمصر ١٣٤٩هـ، النشرة الثالثة، ١٤١٢هـ",-,95,22853,MaktabaShamelaAM,A. Musto
11212,Rasāʾil wa-Fatāwā Abā Buṭayn,رسائل وفتاوى أبا بطين,47,الفتاوى,-,":: دار العاصمة، الرياض، المملكة العربية السعودية الأولى، بمصر ١٣٤٩هـ، النشرة الثالثة، ١٤١٢هـ",-,162,39110,MaktabaShamelaAM,A. Musto
11213,Risālat al-Sijzī ilā Ahl Zabīd fī al-Radd ʿalā man Ankara al-Ḥarf wa-al-Ṣawt,رسالة السجزي إلى أهل زبيد في الرد على من أنكر الحرف والصوت,1439,العقيدة,-,"محمد با كريم با عبد الله :: عمادة البحث العلمي بالجامعة الإسلامية، المدينة المنورة، المملكة العربية السعودية الثانية، ١٤٢٣هـ/٢٠٠٢م",-,322,27501,MaktabaShamelaAM,A. Musto
11214,Risāla ilā Ahl al-Thaghr bi-Bāb al-Abwāb,رسالة إلى أهل الثغر بباب الأبواب,58,العقيدة,-,"عبد الله شاكر محمد الجنيدي :: عمادة البحث العلمي بالجامعة الإسلامية، المدينة المنورة، المملكة العربية السعودية ١٤١٣هـ",-,189,26569,MaktabaShamelaAM,A. Musto
11216,Risāla fī Uṣūl al-Dīn,رسالة في أصول الدين,54,العقيدة,-,":: - الثالثة، ١٤٠٠هـ/١٩٨٠م",-,34,7078,MaktabaShamelaAM,A. Musto
11217,"Risāla fī al-Radd ʿalā al-Rāfiḍa (Maṭbūʿ ḍimna Muʾallafāt al-Shaykh Muḥammad ibn ʿAbd al-Wahhāb, al-Juzʾ al-Thānī ʿAshar)","رسالة في الرد على الرافضة (مطبوع ضمن مؤلفات الشيخ محمد بن عبد الوهاب، الجزء الثاني عشر)",152,الفرق والردود,-,"ناصر بن سعد الرشيد :: جامعة الإمام محمد بن سعود، الرياض، المملكة العربية السعودية -",-,50,8644,MaktabaShamelaAM,A. Musto
11218,Risāla fī al-Qurʾān wa-Kalām Allāh,رسالة في القرآن وكلام الله,474,العقيدة,-,"يوسف بن محمد السعيد :: دار أطلس الخضراء، المملكة العربية السعودية الأولى، ١٤٢٤هـ/٢٠٠٤م",-,66,4742,MaktabaShamelaAM,A. Musto
11221,"Faḍl al-Islām (Maṭbūʿ ḍimna Muʾallafāt al-Shaykh Muḥammad ibn ʿAbd al-Wahhāb, al-Juzʾ al-Awwal)","فضل الإسلام (مطبوع ضمن مؤلفات الشيخ محمد بن عبد الوهاب، الجزءالأول)",152,العقيدة,-,"إسماعيل الأنصاري، محمد عيد، عبد العزيز بن إبراهيم الفريح :: جامعة الأمام محمد بن سعود، الرياض، المملكة العربية السعودية بدون",-,23,3198,MaktabaShamelaAM,A. Musto
11223,Risāla fī al-Qaḍāʾ wa-al-Qadar,رسالة في القضاء والقدر,57,العقيدة,-,:: دار الوطن ١٤٢٣هـ,-,29,2983,MaktabaShamelaAM,A. Musto
11224,Risāla fī Zakāt al-Ḥulī,رسالة في زكاة الحلي,57,مسائل فقهية,-,:: دار الوطن للنشر ١٤٢٣هـ,-,30,2933,MaktabaShamelaAM,A. Musto
11225,Risāla fī Sujūd al-Sahw,رسالة في سجود السهو,57,مسائل فقهية,-,:: مدار الوطن الاولى ١٤٢٥هـ-٢٠٠٥م,-,14,2057,MaktabaShamelaAM,A. Musto
11226,Risāla Muhimma li-al-Imām al-Mujāhid al-ʿAllāma ʿAbd al-ʿAzīz ibn Muḥammad ibn Saʿūd,رسالة مهمة للإمام المجاهد العلامة عبد العزيز بن محمد بن سعود,1564,العقيدة,-,:: وزارة الأوقاف والشؤون الإسلامية بدولة قطر -,-,57,8061,MaktabaShamelaAM,A. Musto
